query_id	doc_id	doc_score
1       	436   	1.081    
1       	438   	1.081    
1       	552   	1.081    
1       	655   	1.081    
1       	711   	1.081    
1       	713   	1.069    
1       	994   	1.069    
1       	1091  	1.028    
1       	1162  	1.028    
1       	358   	1.028    
1       	643   	1.028    
1       	947   	1.028    
1       	169   	1.013    
1       	263   	1.013    
1       	421   	1.013    
1       	466   	1.013    
1       	476   	1.013    
1       	481   	1.013    
1       	670   	1.013    
1       	870   	1.013    
1       	886   	1.013    
1       	979   	1.013    
1       	1074  	0.964    
1       	1090  	0.964    
1       	121   	0.964    
1       	170   	0.964    
1       	1216  	0.964    
1       	1225  	0.964    
1       	1290  	0.964    
1       	1292  	0.964    
1       	443   	0.964    
1       	516   	0.964    
1       	618   	0.964    
1       	824   	0.964    
1       	946   	0.964    
1       	973   	0.964    
1       	11    	0.954    
1       	1059  	0.954    
1       	1103  	0.954    
1       	90    	0.954    
1       	107   	0.954    
1       	118   	0.954    
1       	1175  	0.954    
1       	1181  	0.954    
1       	173   	0.954    
1       	1206  	0.954    
1       	199   	0.954    
1       	1242  	0.954    
1       	227   	0.954    
1       	229   	0.954    
1       	1260  	0.954    
1       	243   	0.954    
1       	1280  	0.954    
1       	1311  	0.954    
1       	308   	0.954    
1       	335   	0.954    
1       	371   	0.954    
1       	373   	0.954    
1       	1399  	0.954    
1       	397   	0.954    
1       	417   	0.954    
1       	446   	0.954    
1       	449   	0.954    
1       	473   	0.954    
1       	506   	0.954    
1       	548   	0.954    
1       	562   	0.954    
1       	567   	0.954    
1       	581   	0.954    
1       	583   	0.954    
1       	591   	0.954    
1       	626   	0.954    
1       	641   	0.954    
1       	677   	0.954    
1       	682   	0.954    
1       	698   	0.954    
1       	701   	0.954    
1       	764   	0.954    
1       	822   	0.954    
1       	826   	0.954    
1       	937   	0.954    
1       	939   	0.954    
1       	941   	0.954    
1       	972   	0.954    
1       	114   	0.86     
1       	158   	0.851    
1       	564   	0.851    
1       	42    	0.845    
1       	1153  	0.845    
1       	1154  	0.845    
1       	1158  	0.845    
1       	1184  	0.845    
1       	1199  	0.845    
1       	1205  	0.845    
1       	1224  	0.845    
1       	1270  	0.845    
1       	1277  	0.845    
1       	1286  	0.845    
1       	1312  	0.845    
1       	1350  	0.845    
1       	1351  	0.845    
1       	331   	0.845    
1       	1378  	0.845    
1       	388   	0.845    
1       	462   	0.845    
1       	530   	0.845    
1       	543   	0.845    
1       	574   	0.845    
1       	602   	0.845    
1       	605   	0.845    
1       	636   	0.845    
1       	656   	0.845    
1       	714   	0.845    
1       	722   	0.845    
1       	739   	0.845    
1       	751   	0.845    
1       	783   	0.845    
1       	794   	0.845    
1       	808   	0.845    
1       	815   	0.845    
1       	862   	0.845    
1       	1000  	0.845    
1       	1001  	0.845    
1       	1097  	0.841    
1       	662   	0.841    
1       	1104  	0.83     
1       	1341  	0.83     
1       	395   	0.83     
1       	588   	0.83     
1       	49    	0.819    
1       	1207  	0.819    
1       	554   	0.819    
1       	962   	0.819    
1       	5     	0.803    
1       	1226  	0.803    
1       	555   	0.803    
1       	872   	0.803    
1       	873   	0.803    
1       	135   	0.785    
1       	164   	0.785    
1       	185   	0.785    
1       	1307  	0.785    
1       	571   	0.785    
1       	661   	0.785    
1       	959   	0.785    
1       	986   	0.785    
1       	66    	0.762    
1       	1098  	0.762    
1       	1107  	0.762    
1       	145   	0.762    
1       	1204  	0.762    
1       	214   	0.762    
1       	1258  	0.762    
1       	269   	0.762    
1       	303   	0.762    
1       	1344  	0.762    
1       	1348  	0.762    
1       	1366  	0.762    
1       	348   	0.762    
1       	1385  	0.762    
1       	433   	0.762    
1       	500   	0.762    
1       	509   	0.762    
1       	579   	0.762    
1       	603   	0.762    
1       	651   	0.762    
1       	689   	0.762    
1       	695   	0.762    
1       	712   	0.762    
1       	784   	0.762    
1       	869   	0.762    
1       	980   	0.762    
1       	6     	0.732    
1       	37    	0.732    
1       	41    	0.732    
1       	1073  	0.732    
1       	52    	0.732    
1       	55    	0.732    
1       	81    	0.732    
1       	129   	0.732    
1       	1161  	0.732    
1       	1178  	0.732    
1       	1185  	0.732    
1       	163   	0.732    
1       	166   	0.732    
1       	1192  	0.732    
1       	211   	0.732    
1       	1264  	0.732    
1       	260   	0.732    
1       	1303  	0.732    
1       	295   	0.732    
1       	325   	0.732    
1       	334   	0.732    
1       	343   	0.732    
1       	347   	0.732    
1       	350   	0.732    
1       	353   	0.732    
1       	1386  	0.732    
1       	1395  	0.732    
1       	398   	0.732    
1       	399   	0.732    
1       	524   	0.732    
1       	550   	0.732    
1       	559   	0.732    
1       	568   	0.732    
1       	578   	0.732    
1       	589   	0.732    
1       	754   	0.732    
1       	767   	0.732    
1       	789   	0.732    
1       	865   	0.732    
1       	924   	0.732    
1       	983   	0.732    
1       	9     	0.686    
1       	21    	0.686    
1       	1063  	0.686    
1       	40    	0.686    
1       	60    	0.686    
1       	61    	0.686    
1       	1088  	0.686    
1       	70    	0.686    
1       	1095  	0.686    
1       	1096  	0.686    
1       	1099  	0.686    
1       	1100  	0.686    
1       	1111  	0.686    
1       	91    	0.686    
1       	98    	0.686    
1       	119   	0.686    
1       	1159  	0.686    
1       	1177  	0.686    
1       	154   	0.686    
1       	159   	0.686    
1       	176   	0.686    
1       	181   	0.686    
1       	1217  	0.686    
1       	1222  	0.686    
1       	222   	0.686    
1       	226   	0.686    
1       	238   	0.686    
1       	239   	0.686    
1       	242   	0.686    
1       	270   	0.686    
1       	288   	0.686    
1       	1320  	0.686    
1       	297   	0.686    
1       	1321  	0.686    
1       	1324  	0.686    
1       	1339  	0.686    
1       	316   	0.686    
1       	1355  	0.686    
1       	1356  	0.686    
1       	344   	0.686    
1       	1381  	0.686    
1       	1394  	0.686    
1       	387   	0.686    
1       	396   	0.686    
1       	407   	0.686    
1       	429   	0.686    
1       	430   	0.686    
1       	442   	0.686    
1       	485   	0.686    
1       	490   	0.686    
1       	508   	0.686    
1       	518   	0.686    
1       	539   	0.686    
1       	582   	0.686    
1       	586   	0.686    
1       	587   	0.686    
1       	593   	0.686    
1       	624   	0.686    
1       	668   	0.686    
1       	700   	0.686    
1       	710   	0.686    
1       	715   	0.686    
1       	773   	0.686    
1       	797   	0.686    
1       	814   	0.686    
1       	861   	0.686    
1       	877   	0.686    
1       	894   	0.686    
1       	912   	0.686    
1       	963   	0.686    
1       	966   	0.686    
1       	968   	0.686    
1       	978   	0.686    
1       	997   	0.686    
1       	1004  	0.686    
1       	2     	0.602    
1       	1027  	0.602    
1       	7     	0.602    
1       	19    	0.602    
1       	1043  	0.602    
1       	22    	0.602    
1       	32    	0.602    
1       	38    	0.602    
1       	54    	0.602    
1       	58    	0.602    
1       	1084  	0.602    
1       	1087  	0.602    
1       	67    	0.602    
1       	68    	0.602    
1       	69    	0.602    
1       	1093  	0.602    
1       	71    	0.602    
1       	74    	0.602    
1       	88    	0.602    
1       	1124  	0.602    
1       	103   	0.602    
1       	1140  	0.602    
1       	128   	0.602    
1       	131   	0.602    
1       	1160  	0.602    
1       	139   	0.602    
1       	146   	0.602    
1       	1179  	0.602    
1       	1183  	0.602    
1       	179   	0.602    
1       	1203  	0.602    
1       	183   	0.602    
1       	187   	0.602    
1       	1215  	0.602    
1       	198   	0.602    
1       	203   	0.602    
1       	1241  	0.602    
1       	217   	0.602    
1       	248   	0.602    
1       	1274  	0.602    
1       	1281  	0.602    
1       	1283  	0.602    
1       	1285  	0.602    
1       	1289  	0.602    
1       	268   	0.602    
1       	1294  	0.602    
1       	1295  	0.602    
1       	1296  	0.602    
1       	1309  	0.602    
1       	287   	0.602    
1       	1313  	0.602    
1       	1319  	0.602    
1       	296   	0.602    
1       	1322  	0.602    
1       	307   	0.602    
1       	310   	0.602    
1       	1343  	0.602    
1       	1345  	0.602    
1       	321   	0.602    
1       	1354  	0.602    
1       	333   	0.602    
1       	1362  	0.602    
1       	339   	0.602    
1       	1373  	0.602    
1       	1379  	0.602    
1       	1391  	0.602    
1       	369   	0.602    
1       	375   	0.602    
1       	380   	0.602    
1       	383   	0.602    
1       	391   	0.602    
1       	410   	0.602    
1       	437   	0.602    
1       	440   	0.602    
1       	441   	0.602    
1       	447   	0.602    
1       	463   	0.602    
1       	465   	0.602    
1       	468   	0.602    
1       	489   	0.602    
1       	502   	0.602    
1       	547   	0.602    
1       	549   	0.602    
1       	569   	0.602    
1       	570   	0.602    
1       	575   	0.602    
1       	580   	0.602    
1       	600   	0.602    
1       	604   	0.602    
1       	621   	0.602    
1       	631   	0.602    
1       	632   	0.602    
1       	637   	0.602    
1       	646   	0.602    
1       	660   	0.602    
1       	671   	0.602    
1       	672   	0.602    
1       	676   	0.602    
1       	679   	0.602    
1       	681   	0.602    
1       	699   	0.602    
1       	704   	0.602    
1       	708   	0.602    
1       	774   	0.602    
1       	796   	0.602    
1       	888   	0.602    
1       	899   	0.602    
1       	916   	0.602    
1       	918   	0.602    
1       	921   	0.602    
1       	923   	0.602    
1       	945   	0.602    
1       	961   	0.602    
1       	974   	0.602    
1       	975   	0.602    
1       	987   	0.602    
1       	990   	0.602    
1       	998   	0.602    
1       	1008  	0.602    
1       	1011  	0.602    
2       	12    	4.862    
2       	14    	3.982    
2       	51    	3.779    
2       	78    	3.578    
2       	184   	3.496    
2       	100   	3.484    
2       	202   	3.42     
2       	746   	3.324    
2       	1380  	3.276    
2       	172   	3.244    
2       	810   	3.178    
2       	1169  	3.082    
2       	781   	3.006    
2       	486   	2.977    
2       	1089  	2.964    
2       	29    	2.942    
2       	792   	2.927    
2       	1361  	2.906    
2       	1170  	2.844    
2       	836   	2.807    
2       	729   	2.745    
2       	284   	2.73     
2       	1309  	2.724    
2       	364   	2.676    
2       	141   	2.647    
2       	658   	2.635    
2       	1263  	2.61     
2       	253   	2.574    
2       	724   	2.552    
2       	798   	2.539    
2       	875   	2.523    
2       	726   	2.507    
2       	884   	2.489    
2       	1331  	2.488    
2       	47    	2.455    
2       	75    	2.402    
2       	195   	2.402    
2       	909   	2.402    
2       	453   	2.391    
2       	497   	2.359    
2       	870   	2.346    
2       	1095  	2.339    
2       	997   	2.311    
2       	395   	2.309    
2       	1163  	2.298    
2       	416   	2.295    
2       	883   	2.294    
2       	220   	2.276    
2       	747   	2.276    
2       	908   	2.276    
2       	1300  	2.209    
2       	163   	2.206    
2       	625   	2.206    
2       	92    	2.204    
2       	721   	2.19     
2       	725   	2.19     
2       	846   	2.19     
2       	311   	2.189    
2       	374   	2.189    
2       	917   	2.189    
2       	862   	2.147    
2       	911   	2.129    
2       	804   	2.121    
2       	1147  	2.118    
2       	390   	2.093    
2       	1217  	2.09     
2       	1294  	2.09     
2       	805   	2.081    
2       	685   	2.075    
2       	329   	2.073    
2       	873   	2.031    
2       	712   	2.024    
2       	76    	2.014    
2       	579   	2.014    
2       	1012  	2.012    
2       	1320  	1.958    
2       	640   	1.938    
2       	1158  	1.935    
2       	288   	1.93     
2       	811   	1.928    
2       	948   	1.916    
2       	860   	1.912    
2       	441   	1.904    
2       	33    	1.893    
2       	1051  	1.887    
2       	1246  	1.887    
2       	1066  	1.886    
2       	1332  	1.886    
2       	1334  	1.886    
2       	1167  	1.867    
2       	1002  	1.856    
2       	731   	1.849    
2       	1042  	1.819    
2       	1328  	1.819    
2       	82    	1.807    
2       	1197  	1.803    
2       	700   	1.799    
2       	695   	1.791    
2       	581   	1.778    
2       	415   	1.768    
2       	886   	1.761    
2       	837   	1.755    
2       	1279  	1.721    
2       	1144  	1.706    
2       	293   	1.675    
2       	981   	1.675    
2       	606   	1.659    
2       	1375  	1.648    
2       	1035  	1.645    
2       	1202  	1.645    
2       	835   	1.645    
2       	129   	1.64     
2       	1212  	1.64     
2       	244   	1.64     
2       	1379  	1.639    
2       	70    	1.627    
2       	1283  	1.627    
2       	607   	1.627    
2       	638   	1.627    
2       	209   	1.624    
2       	914   	1.624    
2       	1168  	1.618    
2       	1239  	1.61     
2       	251   	1.61     
2       	328   	1.61     
2       	878   	1.61     
2       	925   	1.61     
2       	574   	1.603    
2       	756   	1.601    
2       	827   	1.601    
2       	840   	1.601    
2       	896   	1.601    
2       	58    	1.6      
2       	160   	1.6      
2       	187   	1.6      
2       	466   	1.6      
2       	536   	1.6      
2       	554   	1.6      
2       	699   	1.6      
2       	1013  	1.6      
2       	345   	1.582    
2       	876   	1.576    
2       	101   	1.561    
2       	812   	1.558    
2       	1165  	1.556    
2       	1166  	1.556    
2       	874   	1.541    
2       	25    	1.536    
2       	826   	1.5      
2       	833   	1.5      
2       	85    	1.485    
2       	431   	1.485    
2       	715   	1.485    
2       	1097  	1.483    
2       	373   	1.483    
2       	595   	1.483    
2       	844   	1.483    
2       	13    	1.443    
2       	46    	1.443    
2       	1122  	1.443    
2       	1362  	1.443    
2       	650   	1.443    
2       	796   	1.443    
2       	979   	1.443    
2       	976   	1.441    
2       	1303  	1.415    
2       	722   	1.409    
2       	723   	1.409    
2       	1271  	1.392    
2       	1295  	1.392    
2       	1310  	1.392    
2       	1324  	1.392    
2       	1356  	1.392    
2       	624   	1.392    
2       	759   	1.392    
2       	899   	1.392    
2       	933   	1.392    
2       	588   	1.373    
2       	77    	1.36     
2       	806   	1.36     
2       	720   	1.355    
2       	834   	1.355    
2       	24    	1.347    
2       	36    	1.347    
2       	198   	1.347    
2       	263   	1.347    
2       	1343  	1.347    
2       	1377  	1.347    
2       	369   	1.347    
2       	401   	1.347    
2       	436   	1.347    
2       	553   	1.347    
2       	681   	1.347    
2       	1007  	1.347    
2       	1008  	1.347    
2       	1011  	1.347    
2       	16    	1.301    
2       	1094  	1.301    
2       	116   	1.301    
2       	1153  	1.301    
2       	1187  	1.301    
2       	189   	1.301    
2       	1277  	1.301    
2       	1297  	1.301    
2       	1326  	1.301    
2       	318   	1.301    
2       	1347  	1.301    
2       	346   	1.301    
2       	1371  	1.301    
2       	1378  	1.301    
2       	359   	1.301    
2       	1383  	1.301    
2       	484   	1.301    
2       	594   	1.301    
2       	651   	1.301    
2       	674   	1.301    
2       	701   	1.301    
2       	702   	1.301    
2       	902   	1.301    
2       	939   	1.301    
2       	576   	1.281    
2       	1064  	1.279    
2       	237   	1.279    
2       	245   	1.279    
2       	791   	1.279    
2       	882   	1.279    
2       	102   	1.27     
2       	1195  	1.27     
2       	1363  	1.27     
2       	446   	1.27     
2       	654   	1.27     
2       	739   	1.27     
2       	762   	1.27     
2       	951   	1.27     
2       	1015  	1.27     
2       	456   	1.265    
2       	1065  	1.217    
2       	275   	1.217    
2       	968   	1.217    
2       	578   	1.193    
2       	1219  	1.154    
2       	2     	1.14     
2       	162   	1.14     
2       	1270  	1.14     
2       	1291  	1.14     
2       	1299  	1.14     
2       	516   	1.14     
2       	758   	1.14     
2       	813   	1.14     
2       	969   	1.14     
2       	1000  	1.14     
2       	410   	1.117    
2       	921   	1.117    
2       	1024  	1.114    
2       	1041  	1.114    
2       	30    	1.114    
2       	31    	1.114    
2       	45    	1.114    
2       	66    	1.114    
2       	1117  	1.114    
2       	95    	1.114    
2       	1120  	1.114    
2       	1130  	1.114    
2       	132   	1.114    
2       	171   	1.114    
2       	173   	1.114    
2       	1327  	1.114    
2       	1360  	1.114    
2       	517   	1.114    
2       	563   	1.114    
2       	580   	1.114    
2       	727   	1.114    
2       	728   	1.114    
2       	743   	1.114    
2       	766   	1.114    
2       	856   	1.114    
2       	858   	1.114    
2       	859   	1.114    
2       	993   	1.114    
2       	60    	1.081    
2       	1088  	1.081    
2       	110   	1.081    
2       	297   	1.081    
2       	321   	1.081    
2       	342   	1.081    
2       	406   	1.081    
2       	429   	1.081    
2       	552   	1.081    
2       	672   	1.081    
2       	982   	1.081    
2       	987   	1.081    
2       	1043  	1.013    
2       	1087  	1.013    
2       	142   	1.013    
2       	206   	1.013    
2       	1255  	1.013    
2       	274   	1.013    
2       	391   	1.013    
2       	455   	1.013    
2       	476   	1.013    
2       	707   	1.013    
2       	880   	1.013    
2       	927   	1.013    
2       	1040  	1.0      
2       	37    	1.0      
2       	49    	1.0      
2       	1077  	1.0      
2       	1101  	1.0      
2       	1102  	1.0      
2       	1104  	1.0      
2       	1106  	1.0      
2       	83    	1.0      
2       	1154  	1.0      
2       	1157  	1.0      
2       	1161  	1.0      
2       	1162  	1.0      
2       	143   	1.0      
2       	1183  	1.0      
2       	164   	1.0      
2       	1188  	1.0      
2       	185   	1.0      
2       	1213  	1.0      
2       	1243  	1.0      
2       	1247  	1.0      
2       	230   	1.0      
2       	290   	1.0      
2       	319   	1.0      
2       	1344  	1.0      
2       	1381  	1.0      
2       	505   	1.0      
2       	545   	1.0      
2       	556   	1.0      
2       	657   	1.0      
2       	803   	1.0      
2       	809   	1.0      
2       	962   	1.0      
2       	1003  	1.0      
2       	1004  	1.0      
2       	1005  	1.0      
2       	1006  	1.0      
2       	1009  	1.0      
2       	1010  	1.0      
2       	114   	0.86     
2       	156   	0.841    
2       	730   	0.841    
2       	1341  	0.83     
2       	561   	0.819    
2       	641   	0.819    
2       	1108  	0.803    
2       	1201  	0.803    
2       	252   	0.803    
2       	1392  	0.803    
2       	732   	0.803    
2       	1265  	0.785    
2       	986   	0.785    
2       	80    	0.762    
2       	214   	0.762    
2       	216   	0.762    
2       	266   	0.762    
2       	1338  	0.762    
2       	349   	0.762    
2       	350   	0.762    
2       	1385  	0.762    
2       	1389  	0.762    
2       	368   	0.762    
2       	404   	0.762    
2       	433   	0.762    
2       	458   	0.762    
2       	499   	0.762    
2       	542   	0.762    
2       	733   	0.762    
2       	831   	0.762    
2       	980   	0.762    
2       	1056  	0.732    
2       	41    	0.732    
2       	44    	0.732    
2       	1072  	0.732    
2       	52    	0.732    
2       	73    	0.732    
2       	97    	0.732    
2       	99    	0.732    
2       	1137  	0.732    
2       	1148  	0.732    
2       	1190  	0.732    
2       	166   	0.732    
2       	1209  	0.732    
2       	1224  	0.732    
2       	211   	0.732    
2       	1244  	0.732    
2       	1253  	0.732    
2       	1280  	0.732    
2       	334   	0.732    
2       	344   	0.732    
2       	422   	0.732    
2       	425   	0.732    
2       	445   	0.732    
2       	493   	0.732    
2       	526   	0.732    
2       	527   	0.732    
2       	540   	0.732    
2       	568   	0.732    
2       	589   	0.732    
2       	644   	0.732    
2       	648   	0.732    
2       	683   	0.732    
2       	734   	0.732    
2       	777   	0.732    
2       	828   	0.732    
2       	924   	0.732    
2       	934   	0.732    
2       	1029  	0.686    
2       	1031  	0.686    
2       	9     	0.686    
2       	11    	0.686    
2       	1047  	0.686    
2       	27    	0.686    
2       	1063  	0.686    
2       	40    	0.686    
2       	1068  	0.686    
2       	72    	0.686    
2       	81    	0.686    
2       	87    	0.686    
2       	1111  	0.686    
2       	93    	0.686    
2       	1119  	0.686    
2       	96    	0.686    
2       	1138  	0.686    
2       	149   	0.686    
2       	1173  	0.686    
2       	155   	0.686    
2       	1185  	0.686    
2       	1198  	0.686    
2       	176   	0.686    
2       	181   	0.686    
2       	1206  	0.686    
2       	193   	0.686    
2       	197   	0.686    
2       	201   	0.686    
2       	204   	0.686    
2       	1233  	0.686    
2       	1235  	0.686    
2       	222   	0.686    
2       	226   	0.686    
2       	238   	0.686    
2       	239   	0.686    
2       	240   	0.686    
2       	242   	0.686    
2       	1273  	0.686    
2       	1281  	0.686    
2       	262   	0.686    
2       	264   	0.686    
2       	280   	0.686    
2       	1305  	0.686    
2       	1321  	0.686    
2       	304   	0.686    
2       	315   	0.686    
2       	1339  	0.686    
2       	316   	0.686    
2       	320   	0.686    
2       	1346  	0.686    
2       	336   	0.686    
2       	1370  	0.686    
2       	1376  	0.686    
2       	366   	0.686    
2       	1390  	0.686    
2       	1393  	0.686    
2       	1398  	0.686    
2       	389   	0.686    
2       	430   	0.686    
2       	435   	0.686    
2       	442   	0.686    
2       	464   	0.686    
2       	490   	0.686    
2       	504   	0.686    
2       	508   	0.686    
2       	551   	0.686    
2       	572   	0.686    
2       	585   	0.686    
2       	587   	0.686    
